DateTime,Entries,UniqueIPs
1468357022,184,184
1468360622,186,186
1468364222,189,189
1468367822,176,176
1468371422,181,181
1468375021,184,184
1468378621,184,184
1468382221,191,191
1468385822,194,194
1468389422,187,187
1468394221,184,184
1468397822,187,187
1468401422,187,187
1468405022,190,190
1468408622,200,200
1468412222,201,201
1468415822,193,193
1468419422,206,206
1468423021,206,206
1468426622,203,203
1468430222,205,205
1468433822,206,206
1468437421,212,212
1468441022,206,206
1468444622,209,209
1468448222,213,213
1468451822,211,211
1468455422,204,204
1468459022,208,208
1468462621,205,205
1468466222,200,200
1468469822,196,196
1468473422,201,201
1468477022,200,200
1468480621,198,198
1468484222,196,196
1468487822,195,195
1468491422,196,196
1468495022,191,191
1468498622,189,189
1468502222,191,191
1468505822,179,179
1468509721,182,182
1468513322,185,185
1468516921,189,189
1468520522,192,192
1468524122,190,190
1468527722,184,184
1468531323,181,181
1468534922,175,175
1468538522,175,175
1468542122,180,180
1468545724,178,178
1468549321,180,180
1468552923,186,186
1468556522,177,177
1468560122,173,173
1468563722,177,177
1468567322,178,178
1468570922,180,180
1468576322,183,183
1468579922,186,186
1468583521,191,191
1468587122,197,197
1468590722,199,199
1468594321,202,202
1468597922,201,201
1468601522,199,199
1468605121,198,198
1468608722,200,200
1468612322,204,204
1468615922,211,211
1468619521,227,227
1468623122,236,236
1468626721,239,239
1468630322,237,237
1468633922,240,240
1468637522,239,239
1468641122,236,236
1468644722,243,243
1468648322,240,240
1468651921,237,237
1468655522,234,234
1468659122,233,233
1468662722,222,222
1468666322,224,224
1468669922,214,214
1468673522,211,211
1468677122,200,200
1468680721,200,200
1468684322,199,199
1468687921,197,197
1468691522,196,196
1468695121,194,194
1468698722,190,190
1468702322,180,180
1468705922,169,169
1468709522,164,164
1468713122,157,157
1468716721,157,157
1468720322,158,158
1468723922,155,155
1468727521,159,159
1468731122,151,151
1468734721,150,150
1468738621,153,153
1468742222,151,151
1468745822,151,151
1468749421,151,151
1468753021,146,146
1468756622,144,144
1468760221,147,147
1468763822,150,150
1468767422,148,148
1468771021,144,144
1468774621,142,142
1468778221,140,140
1468781822,145,145
1468785422,148,148
1468789022,149,149
1468792622,149,149
1468796221,152,152
1468799822,153,153
1468803422,149,149
1468807022,145,145
1468810621,144,144
1468814221,142,142
1468817822,149,149
1468821722,153,153
1468825322,150,150
1468828923,156,156
1468832522,156,156
1468836122,160,160
1468839722,154,154
1468843322,158,158
1468846922,156,156
1468850523,152,152
1468854122,152,152
1468857723,159,159
1468861323,163,163
1468864922,164,164
1468868522,161,161
1468872122,180,180
1468875722,174,174
1468879322,174,174
1468882923,175,175
1468886522,175,175
1468890122,173,173
1468893723,174,174
1468897322,171,171
1468900922,178,178
1468904522,172,172
1468908122,172,172
1468911722,173,173
1468915323,170,170
1468918922,173,173
1468922522,179,179
1468926122,185,185
1468930022,183,183
1468933622,185,185
1468937222,183,183
